locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12862_01011	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
573.12862_01012	gene	582	acpH			
573.12862_01012	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
573.12862_01013	gene	1065	queA			
573.12862_01013	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
573.12862_01014	gene	1128	tgt			
573.12862_01014	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
573.12862_01015	gene	333	yajC			
573.12862_01015	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
573.12862_01016	gene	1815	secD			
573.12862_01016	CDS	1815	secD		COG0342	Protein translocase subunit SecD
573.12862_01017	gene	972	secF			
573.12862_01017	CDS	972	secF		COG0341	Protein translocase subunit SecF
573.12862_01018	gene	366				
573.12862_01018	CDS	366				hypothetical protein
573.12862_01019	gene	696				
573.12862_01019	CDS	696				hypothetical protein
573.12862_01020	gene	885	tsx			
573.12862_01020	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
573.12862_01021	gene	540	yajI			
573.12862_01021	CDS	540	yajI			putative lipoprotein YajI
573.12862_01022	gene	450	nrdR			
573.12862_01022	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
573.12862_01023	gene	1104	ribD			
573.12862_01023	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
573.12862_01024	gene	471	ribE			
573.12862_01024	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
573.12862_01025	gene	420	nusB			
573.12862_01025	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
573.12862_01026	gene	972	thiL			
573.12862_01026	CDS	972	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
573.12862_01027	gene	504	pgpA			
573.12862_01027	CDS	504	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
573.12862_01028	gene	975	yajO_2			
573.12862_01028	CDS	975	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
573.12862_01029	gene	1863	dxs			
573.12862_01029	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
573.12862_01030	gene	900	ispA			
573.12862_01030	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
573.12862_01031	gene	243	xseB			
573.12862_01031	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
573.12862_01032	gene	1449	thiI			
573.12862_01032	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
573.12862_01033	gene	477				
573.12862_01033	CDS	477				hypothetical protein
573.12862_01034	gene	594	yajL			
573.12862_01034	CDS	594	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
573.12862_01035	gene	912	panE			
573.12862_01035	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
573.12862_01036	gene	492				
573.12862_01036	CDS	492				hypothetical protein
573.12862_01037	gene	1365	yajR			
573.12862_01037	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
573.12862_01038	gene	1179	iolG_1			
573.12862_01038	CDS	1179	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
573.12862_01039	gene	1365	pcaK_1			
573.12862_01039	CDS	1365	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
573.12862_01040	gene	819				
573.12862_01040	CDS	819				hypothetical protein
573.12862_01041	gene	1698	ksdD			
573.12862_01041	CDS	1698	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
573.12862_01042	gene	321				
573.12862_01042	CDS	321				hypothetical protein
573.12862_01043	gene	1677	kstD			
573.12862_01043	CDS	1677	kstD	1.3.99.4		3-oxosteroid 1-dehydrogenase
573.12862_01044	gene	822	ydiB_1			
573.12862_01044	CDS	822	ydiB_1	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
573.12862_01045	gene	759	pcaR_2			
573.12862_01045	CDS	759	pcaR_2		COG1414	Pca regulon regulatory protein
573.12862_01046	gene	333				
573.12862_01046	CDS	333				hypothetical protein
573.12862_01047	gene	888	cyoE			
573.12862_01047	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
573.12862_01048	gene	330	cyoD			
573.12862_01048	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
573.12862_01049	gene	612	cyoC			
573.12862_01049	CDS	612	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
573.12862_01050	gene	1992	cyoB			
573.12862_01050	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
573.12862_01051	gene	945	cyoA			
573.12862_01051	CDS	945	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
573.12862_01052	gene	1476	ampG			
573.12862_01052	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
573.12862_01053	gene	579				
573.12862_01053	CDS	579				hypothetical protein
573.12862_01054	gene	315	bolA			
573.12862_01054	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
573.12862_01055	gene	1299	tig			
573.12862_01055	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
573.12862_01056	gene	624	clpP			
573.12862_01056	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
573.12862_01057	gene	1275	clpX			
573.12862_01057	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
573.12862_01058	gene	2355	lon_2			
573.12862_01058	CDS	2355	lon_2	3.4.21.53	COG0466	Lon protease
573.12862_01059	gene	273	hupB			
573.12862_01059	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
573.12862_01060	gene	1875	ppiD			
573.12862_01060	CDS	1875	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
573.12862_01061	gene	369				
573.12862_01061	CDS	369			COG1555	putative protein
573.12862_01062	gene	402	fadM			
573.12862_01062	CDS	402	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
573.12862_01063	gene	702	queC			
573.12862_01063	CDS	702	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
573.12862_01064	gene	1701	sgrR_2			
573.12862_01064	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
573.12862_01065	gene	819	cof			
573.12862_01065	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
573.12862_01066	gene	1053	sbnA			
573.12862_01066	CDS	1053	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
573.12862_01067	gene	459	decR			
573.12862_01067	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
573.12862_01068	gene	1773	yheI			
573.12862_01068	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
573.12862_01069	gene	1779	mdlB			
573.12862_01069	CDS	1779	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
573.12862_01070	gene	339	glnK			
573.12862_01070	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
573.12862_01071	gene	1287	amtB			
573.12862_01071	CDS	1287	amtB			Ammonia channel
573.12862_01072	gene	864	tesB			
573.12862_01072	CDS	864	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
573.12862_01073	gene	492	ybaY			
573.12862_01073	CDS	492	ybaY		COG3126	putative lipoprotein YbaY
573.12862_01074	gene	312	atl			
573.12862_01074	CDS	312	atl		COG3695	DNA base-flipping protein
573.12862_01075	gene	408				
573.12862_01075	CDS	408				hypothetical protein
573.12862_01076	gene	258				
573.12862_01076	CDS	258				hypothetical protein
573.12862_01077	gene	216				
573.12862_01077	CDS	216				hypothetical protein
573.12862_01078	gene	1428	norG_2			
573.12862_01078	CDS	1428	norG_2		COG1167	HTH-type transcriptional regulator NorG
573.12862_01079	gene	615				
573.12862_01079	CDS	615				hypothetical protein
573.12862_01080	gene	882	rcnA			
573.12862_01080	CDS	882	rcnA		COG2215	Nickel/cobalt efflux system RcnA
573.12862_01081	gene	273	rcnR			
573.12862_01081	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
573.12862_01082	gene	1560	pdeB_1			
573.12862_01082	CDS	1560	pdeB_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
573.12862_01083	gene	1110	malK_1			
573.12862_01083	CDS	1110	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
573.12862_01084	gene	1233	cycB			
573.12862_01084	CDS	1233	cycB		COG2182	Cyclodextrin-binding protein
573.12862_01085	gene	1308				
573.12862_01085	CDS	1308				hypothetical protein
573.12862_01086	gene	852	malG_1			
573.12862_01086	CDS	852	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
573.12862_01087	gene	1203	ganB			
573.12862_01087	CDS	1203	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
573.12862_01088	gene	2058	bglY			
573.12862_01088	CDS	2058	bglY	3.2.1.23	COG1874	Beta-galactosidase BglY
573.12862_01089	gene	315				
573.12862_01089	CDS	315				hypothetical protein
573.12862_01090	gene	1272	lamB_1			
573.12862_01090	CDS	1272	lamB_1		COG4580	Maltoporin
573.12862_01091	gene	1071	lacI_1			
573.12862_01091	CDS	1071	lacI_1		COG1609	Lactose operon repressor
573.12862_01092	gene	264	rpmE2			
573.12862_01092	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
573.12862_01093	gene	141	ykgO			
573.12862_01093	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
573.12862_01094	gene	699				
573.12862_01094	CDS	699				hypothetical protein
573.12862_01095	gene	1452	gabR_1			
573.12862_01095	CDS	1452	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
573.12862_01096	gene	471	ylaC			
573.12862_01096	CDS	471	ylaC			Inner membrane protein YlaC
573.12862_01097	gene	567	maa			
573.12862_01097	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
573.12862_01098	gene	219	hha			
573.12862_01098	CDS	219	hha			Hemolysin expression-modulating protein Hha
573.12862_01099	gene	375	tomB			
573.12862_01099	CDS	375	tomB			Hha toxicity modulator TomB
573.12862_01100	gene	3147	acrB_1			
573.12862_01100	CDS	3147	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
573.12862_01101	gene	1194	acrA			
573.12862_01101	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
573.12862_01102	gene	651	acrR_2			
573.12862_01102	CDS	651	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
573.12862_01103	gene	3348	mscK			
573.12862_01103	CDS	3348	mscK		COG3264	Mechanosensitive channel MscK
573.12862_01104	gene	900				
573.12862_01104	CDS	900				ISNCY family transposase ISSen7
573.12862_01105	gene	174				
573.12862_01105	CDS	174				hypothetical protein
573.12862_01106	gene	528	priC			
573.12862_01106	CDS	528	priC		COG3923	Primosomal replication protein N''
573.12862_01107	gene	378	ybaN			
573.12862_01107	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
573.12862_01108	gene	552	apt			
573.12862_01108	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
573.12862_01109	gene	1908	dnaX			
573.12862_01109	CDS	1908	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
573.12862_01110	gene	333	ybaB			
573.12862_01110	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
573.12862_01111	gene	606	recR			
573.12862_01111	CDS	606	recR		COG0353	Recombination protein RecR
573.12862_01112	gene	1875	htpG			
573.12862_01112	CDS	1875	htpG		COG0326	Chaperone protein HtpG
573.12862_01113	gene	645	adk			
573.12862_01113	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
573.12862_01114	gene	963	hemH			
573.12862_01114	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
573.12862_01115	gene	1305	gsk			
573.12862_01115	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
573.12862_01116	gene	1677	ybaL			
573.12862_01116	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
573.12862_01117	gene	1221	fsr			
573.12862_01117	CDS	1221	fsr			Fosmidomycin resistance protein
573.12862_01118	gene	1653	ushA			
573.12862_01118	CDS	1653	ushA		COG0737	Protein UshA
573.12862_01119	gene	480	ybaK			
573.12862_01119	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
573.12862_01120	gene	795				
573.12862_01120	CDS	795				hypothetical protein
573.12862_01121	gene	2502	copA_1			
573.12862_01121	CDS	2502	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
573.12862_01122	gene	411	cueR			
573.12862_01122	CDS	411	cueR		COG0789	HTH-type transcriptional regulator CueR
573.12862_01123	gene	459	ybbJ			
573.12862_01123	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
573.12862_01124	gene	918	qmcA			
573.12862_01124	CDS	918	qmcA		COG0330	Protein QmcA
573.12862_01125	gene	678	fetA			
573.12862_01125	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
573.12862_01126	gene	783	fetB			
573.12862_01126	CDS	783	fetB		COG0390	putative iron export permease protein FetB
573.12862_01127	gene	855	cnoX			
573.12862_01127	CDS	855	cnoX		COG3118	Chaperedoxin
573.12862_01128	gene	771				
573.12862_01128	CDS	771				hypothetical protein
573.12862_01129	gene	594	tesA			
573.12862_01129	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
573.12862_01130	gene	687				
573.12862_01130	CDS	687			COG1136	putative ABC transporter ATP-binding protein
573.12862_01131	gene	2415				
573.12862_01131	CDS	2415				hypothetical protein
573.12862_01132	gene	1146				
573.12862_01132	CDS	1146				hypothetical protein
573.12862_01133	gene	1077	selU			
573.12862_01133	CDS	1077	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
573.12862_01134	gene	1068	purK			
573.12862_01134	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
573.12862_01135	gene	510	purE			
573.12862_01135	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
573.12862_01136	gene	339				
573.12862_01136	CDS	339				hypothetical protein
573.12862_01137	gene	723	lpxH			
573.12862_01137	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
573.12862_01138	gene	495	ppiB			
573.12862_01138	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
573.12862_01139	gene	1386	cysS			
573.12862_01139	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
573.12862_01140	gene	213	ybcJ			
573.12862_01140	CDS	213	ybcJ		COG2501	putative protein YbcJ
573.12862_01141	gene	867	folD			
573.12862_01141	CDS	867	folD		COG0190	Bifunctional protein FolD protein
573.12862_01142	gene	77				
573.12862_01142	tRNA	77				tRNA-Arg(tct)
573.12862_01143	gene	1164	xerD_2			
573.12862_01143	CDS	1164	xerD_2			Tyrosine recombinase XerD
573.12862_01144	gene	216				
573.12862_01144	CDS	216				hypothetical protein
573.12862_01145	gene	219				
573.12862_01145	CDS	219				hypothetical protein
573.12862_01146	gene	768				
573.12862_01146	CDS	768				hypothetical protein
573.12862_01147	gene	657				
573.12862_01147	CDS	657				hypothetical protein
573.12862_01148	gene	159				
573.12862_01148	CDS	159				hypothetical protein
573.12862_01149	gene	681				
573.12862_01149	CDS	681				hypothetical protein
573.12862_01150	gene	846				
573.12862_01150	CDS	846				hypothetical protein
573.12862_01151	gene	285				
573.12862_01151	CDS	285				hypothetical protein
573.12862_01152	gene	195				
573.12862_01152	CDS	195				hypothetical protein
573.12862_01153	gene	111				
573.12862_01153	CDS	111				hypothetical protein
573.12862_01154	gene	690				
573.12862_01154	CDS	690				hypothetical protein
573.12862_01155	gene	234				
573.12862_01155	CDS	234				hypothetical protein
573.12862_01156	gene	222				
573.12862_01156	CDS	222				hypothetical protein
573.12862_01157	gene	147				
573.12862_01157	CDS	147				hypothetical protein
573.12862_01158	gene	900				
573.12862_01158	CDS	900				hypothetical protein
573.12862_01159	gene	1431	dnaB_2			
573.12862_01159	CDS	1431	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
573.12862_01160	gene	294				
573.12862_01160	CDS	294				hypothetical protein
573.12862_01161	gene	507				
573.12862_01161	CDS	507				hypothetical protein
573.12862_01162	gene	114				
573.12862_01162	CDS	114				hypothetical protein
573.12862_01163	gene	843				
573.12862_01163	CDS	843				hypothetical protein
573.12862_01164	gene	648				
573.12862_01164	CDS	648				hypothetical protein
573.12862_01165	gene	456				
573.12862_01165	CDS	456				hypothetical protein
573.12862_01166	gene	171				
573.12862_01166	CDS	171				hypothetical protein
573.12862_01167	gene	636				
573.12862_01167	CDS	636				hypothetical protein
573.12862_01168	gene	138				
573.12862_01168	CDS	138				hypothetical protein
573.12862_01169	gene	531				
573.12862_01169	CDS	531				hypothetical protein
573.12862_01170	gene	690				
573.12862_01170	CDS	690				hypothetical protein
573.12862_01171	gene	75				
573.12862_01171	tRNA	75				tRNA-Asn(gtt)
573.12862_01172	gene	249				
573.12862_01172	CDS	249				hypothetical protein
573.12862_01173	gene	531	rrrD_1			
573.12862_01173	CDS	531	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
573.12862_01174	gene	465				
573.12862_01174	CDS	465				hypothetical protein
573.12862_01175	gene	330				
573.12862_01175	CDS	330				hypothetical protein
573.12862_01176	gene	162				
573.12862_01176	CDS	162				hypothetical protein
573.12862_01177	gene	603				
573.12862_01177	CDS	603				hypothetical protein
573.12862_01178	gene	1473				
573.12862_01178	CDS	1473				hypothetical protein
573.12862_01179	gene	1422				
573.12862_01179	CDS	1422				hypothetical protein
573.12862_01180	gene	1005				
573.12862_01180	CDS	1005				hypothetical protein
573.12862_01181	gene	477				
573.12862_01181	CDS	477				hypothetical protein
573.12862_01182	gene	1386				
573.12862_01182	CDS	1386				hypothetical protein
573.12862_01183	gene	429				
573.12862_01183	CDS	429				hypothetical protein
573.12862_01184	gene	1095				
573.12862_01184	CDS	1095				hypothetical protein
573.12862_01185	gene	240				
573.12862_01185	CDS	240				hypothetical protein
573.12862_01186	gene	381				
573.12862_01186	CDS	381				hypothetical protein
573.12862_01187	gene	174				
573.12862_01187	CDS	174				hypothetical protein
573.12862_01188	gene	363				
573.12862_01188	CDS	363				hypothetical protein
573.12862_01189	gene	426				
573.12862_01189	CDS	426				hypothetical protein
573.12862_01190	gene	393				
573.12862_01190	CDS	393				hypothetical protein
573.12862_01191	gene	753				
573.12862_01191	CDS	753				hypothetical protein
573.12862_01192	gene	678				
573.12862_01192	CDS	678				hypothetical protein
573.12862_01193	gene	756				
573.12862_01193	CDS	756				hypothetical protein
573.12862_01194	gene	255				
573.12862_01194	CDS	255				hypothetical protein
573.12862_01195	gene	768				
573.12862_01195	CDS	768				hypothetical protein
573.12862_01196	gene	360				
573.12862_01196	CDS	360				hypothetical protein
573.12862_01197	gene	171				
573.12862_01197	CDS	171				hypothetical protein
573.12862_01198	gene	714				
573.12862_01198	CDS	714				hypothetical protein
573.12862_01199	gene	786				
573.12862_01199	CDS	786				hypothetical protein
573.12862_01200	gene	504				
573.12862_01200	CDS	504				hypothetical protein
573.12862_01201	gene	2229				
573.12862_01201	CDS	2229				hypothetical protein
573.12862_01202	gene	240				
573.12862_01202	CDS	240				hypothetical protein
573.12862_01203	gene	318				
573.12862_01203	CDS	318				hypothetical protein
573.12862_01204	gene	402	hiuH			
573.12862_01204	CDS	402	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
573.12862_01205	gene	171				
573.12862_01205	CDS	171				hypothetical protein
573.12862_01206	gene	1305	gltA_1			
573.12862_01206	CDS	1305	gltA_1	2.3.3.16	COG0372	Citrate synthase
573.12862_01207	gene	306				
573.12862_01207	CDS	306				hypothetical protein
573.12862_01208	gene	663				
573.12862_01208	CDS	663				hypothetical protein
573.12862_01209	gene	561	smf-1			
573.12862_01209	CDS	561	smf-1		COG3539	Major fimbrial subunit SMF-1
573.12862_01210	gene	696	yadV_1			
573.12862_01210	CDS	696	yadV_1			putative fimbrial chaperone YadV
573.12862_01211	gene	2436	htrE			
573.12862_01211	CDS	2436	htrE		COG3188	Outer membrane usher protein HtrE
573.12862_01212	gene	1026				
573.12862_01212	CDS	1026				hypothetical protein
573.12862_01213	gene	867				
573.12862_01213	CDS	867				hypothetical protein
573.12862_01214	gene	921	lpxL_2			
573.12862_01214	CDS	921	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
573.12862_01215	gene	273				
573.12862_01215	CDS	273				hypothetical protein
573.12862_01216	gene	1569	cadC			
573.12862_01216	CDS	1569	cadC		COG3710	Transcriptional activator CadC
573.12862_01217	gene	1335	cadB			
573.12862_01217	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
573.12862_01218	gene	2148	cadA			
573.12862_01218	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
573.12862_01219	gene	1476	dtpC			
573.12862_01219	CDS	1476	dtpC		COG3104	Dipeptide and tripeptide permease C
573.12862_01220	gene	1518	lysU			
573.12862_01220	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
